league,season,team,player,nation,pos,age,born,matches,starts,minutes,90s,goals,assists,g_a,g_pk,pk,pkatt,yellow_cards,red_cards,goals_90,assists_90,g_a_90,g_pk_90,g_a_pk_90,player_short,player_name,total_injuries,injury_types,injured
ENG-Premier League,2223,Newcastle United,Callum Wilson,ENG,FW,30,1992,31,21,1877,20.9,18,5,23,15,3,3,4,0,0.86,0.24,1.1,0.72,0.96,C. Wilson,C. Wilson,21.0,"Thigh Injury, Calf Injury, Chest Injury",1
ENG-Premier League,2223,Newcastle United,Chris Wood,NZL,FW,30,1991,18,4,446,5.0,2,0,2,1,1,1,0,0,0.4,0.0,0.4,0.2,0.2,C. Wood,C. Wood,18.0,Thigh Injury,1
ENG-Premier League,2223,Newcastle United,Dan Burn,ENG,DF,30,1992,38,35,3111,34.6,1,0,1,1,0,0,5,0,0.03,0.0,0.03,0.03,0.03,D. Burn,D. Burn,5.0,Back Injury,1
ENG-Premier League,2223,Newcastle United,Elliot Anderson,ENG,MF,19,2002,22,3,410,4.6,0,1,1,0,0,0,0,0,0.0,0.22,0.22,0.0,0.22,E. Anderson,E. Anderson,17.0,Back Injury,1
ENG-Premier League,2223,Newcastle United,Emil Krafth,SWE,DF,27,1994,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,E. Krafth,E. Krafth,42.0,"Thigh Injury, Knee Injury",1
ENG-Premier League,2223,Newcastle United,Fabian Schär,SUI,DF,30,1991,36,36,3206,35.6,1,3,4,1,0,0,7,0,0.03,0.08,0.11,0.03,0.11,F. Schär,,0.0,None,0
ENG-Premier League,2223,Newcastle United,Jacob Murphy,ENG,FW,27,1995,36,14,1251,13.9,4,2,6,4,0,0,0,0,0.29,0.14,0.43,0.29,0.43,J. Murphy,J. Murphy,10.0,Shoulder Injury,1
ENG-Premier League,2223,Newcastle United,Jamaal Lascelles,ENG,DF,28,1993,7,2,218,2.4,0,0,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0.0,J. Lascelles,J. Lascelles,17.0,"Calf Injury, Injury, Knock, Knee Injury",1
ENG-Premier League,2223,Newcastle United,Jamal Lewis,NIR,"DF,MF",24,1998,2,0,11,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,J. Lewis,J. Lewis,3.0,Calf Injury,1
ENG-Premier League,2223,Newcastle United,Javier Manquillo,ESP,DF,28,1994,4,0,37,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,J. Manquillo,J. Manquillo,20.0,"Groin Injury, Injury, Ankle Injury, Muscle Injury",1
ENG-Premier League,2223,Newcastle United,Joe Willock,ENG,MF,22,1999,35,31,2558,28.4,3,6,9,3,0,0,1,0,0.11,0.21,0.32,0.11,0.32,J. Willock,J. Willock,31.0,"Thigh Injury, Muscle Injury, Achilles Tendon Injury",1
ENG-Premier League,2223,Newcastle United,Joelinton,BRA,"MF,FW",25,1996,32,30,2661,29.6,6,1,7,6,0,0,12,0,0.2,0.03,0.24,0.2,0.24,Joelinton,Joelinton,22.0,"Yellow Cards, Injury, Knee Injury, Calf Injury, Muscle Injury, Thigh Injury",1
ENG-Premier League,2223,Newcastle United,Jonjo Shelvey,ENG,MF,30,1992,3,0,37,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,J. Shelvey,J. Shelvey,17.0,"Thigh Injury, Calf Injury, Coach's decision",1
ENG-Premier League,2223,Newcastle United,Kieran Trippier,ENG,DF,31,1990,38,38,3341,37.1,1,7,8,1,0,0,5,0,0.03,0.19,0.22,0.03,0.22,K. Trippier,K. Trippier,10.0,"Injury, Groin Injury, Calf Injury",1
ENG-Premier League,2223,Newcastle United,Lewis Miley,ENG,MF,16,2006,1,0,15,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,L. Miley,L. Miley,12.0,"Illness, Back Injury",1
ENG-Premier League,2223,Newcastle United,Martin Dúbravka,SVK,GK,33,1989,2,1,157,1.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,M. Dúbravka,,0.0,None,0
ENG-Premier League,2223,Newcastle United,Matt Ritchie,SCO,"DF,MF",32,1989,7,0,39,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,M. Ritchie,M. Ritchie,12.0,"Calf Injury, Knee Injury",1
ENG-Premier League,2223,Newcastle United,Matt Targett,ENG,DF,26,1995,17,6,610,6.8,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,M. Targett,M. Targett,32.0,"Thigh Injury, Heel Injury, Injury, Achilles Tendon Injury",1
ENG-Premier League,2223,Newcastle United,Miguel Almirón,PAR,FW,28,1994,34,29,2491,27.7,11,2,13,11,0,0,2,0,0.4,0.07,0.47,0.4,0.47,M. Almirón,,0.0,None,0
ENG-Premier League,2223,Newcastle United,Nick Pope,ENG,GK,30,1992,37,37,3261,36.2,0,0,0,0,0,0,3,1,0.0,0.0,0.0,0.0,0.0,N. Pope,N. Pope,21.0,"Hand Injury, Shoulder Injury",1
ENG-Premier League,2223,Newcastle United,Ryan Fraser,SCO,FW,28,1994,8,3,313,3.5,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,R. Fraser,R. Fraser,16.0,"Calf Injury, Coach's decision, Injury, Lacking Match Fitness",1
ENG-Premier League,2223,Newcastle United,Sean Longstaff,ENG,MF,24,1997,33,28,2518,28.0,1,4,5,1,0,0,2,0,0.04,0.14,0.18,0.04,0.18,S. Longstaff,S. Longstaff,6.0,"Foot Injury, Ankle Injury",1
ENG-Premier League,2223,Newcastle United,Sven Botman,NED,DF,22,2000,36,35,3127,34.7,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,S. Botman,S. Botman,21.0,"Ankle Injury, Knee Injury",1
ENG-Premier League,2223,Nottingham Forest,Alex Mighten,ENG,"FW,MF",20,2002,1,0,8,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,A. Mighten,,0.0,None,0
ENG-Premier League,2223,Nottingham Forest,André Ayew,GHA,FW,32,1989,13,1,316,3.5,0,0,0,0,0,1,1,0,0.0,0.0,0.0,0.0,0.0,A. Ayew,,0.0,None,0
ENG-Premier League,2223,Nottingham Forest,Brennan Johnson,WAL,"FW,MF",21,2001,38,33,2934,32.6,8,3,11,7,1,3,6,0,0.25,0.09,0.34,0.21,0.31,B. Johnson,B. Johnson,8.0,"Thigh Injury, Leg Injury, Groin Injury",1
ENG-Premier League,2223,Nottingham Forest,Cafú,POR,MF,29,1993,1,0,7,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Cafú,,0.0,None,0
ENG-Premier League,2223,Nottingham Forest,Cheikhou Kouyaté,SEN,"MF,DF",32,1989,21,10,882,9.8,1,0,1,1,0,0,3,0,0.1,0.0,0.1,0.1,0.1,C. Kouyaté,,0.0,None,0
ENG-Premier League,2223,Nottingham Forest,Chris Wood,NZL,FW,30,1991,7,5,372,4.1,1,0,1,1,0,0,0,0,0.24,0.0,0.24,0.24,0.24,C. Wood,C. Wood,18.0,Thigh Injury,1
ENG-Premier League,2223,Nottingham Forest,Danilo Santos,BRA,MF,21,2001,13,12,976,10.8,3,2,5,3,0,0,1,0,0.28,0.18,0.46,0.28,0.46,D. Santos,,0.0,None,0
ENG-Premier League,2223,Nottingham Forest,Dean Henderson,ENG,GK,25,1997,18,18,1620,18.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,D. Henderson,D. Henderson,30.0,"Injury, Thigh Injury",1
ENG-Premier League,2223,Nottingham Forest,Emmanuel Dennis,NGA,"MF,FW",24,1997,19,6,720,8.0,2,2,4,2,0,0,3,0,0.25,0.25,0.5,0.25,0.5,E. Dennis,E. Dennis,1.0,Knock,1
ENG-Premier League,2223,Nottingham Forest,Felipe,BRA,DF,33,1989,16,15,1418,15.8,0,1,1,0,0,0,4,0,0.0,0.06,0.06,0.0,0.06,Felipe,Felipe,16.0,"Injury, Knee Injury, Muscle Injury",1
ENG-Premier League,2223,Nottingham Forest,Giulian Biancone,FRA,"DF,MF",22,2000,2,0,17,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,G. Biancone,G. Biancone,25.0,Knee Injury,1
ENG-Premier League,2223,Nottingham Forest,Gustavo Scarpa,BRA,MF,28,1994,6,2,181,2.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,G. Scarpa,G. Scarpa,9.0,"Knock, Knee Injury",1
ENG-Premier League,2223,Nottingham Forest,Harry Toffolo,ENG,"DF,MF",26,1995,19,9,940,10.4,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,H. Toffolo,H. Toffolo,4.0,Thigh Injury,1
ENG-Premier League,2223,Nottingham Forest,Jack Colback,ENG,MF,32,1989,11,4,497,5.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,J. Colback,J. Colback,13.0,"Illness, Back Injury, Head Injury",1
ENG-Premier League,2223,Nottingham Forest,Jesse Lingard,ENG,"MF,FW",29,1992,17,12,923,10.3,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,J. Lingard,J. Lingard,4.0,"Thigh Injury, Knee Injury",1
ENG-Premier League,2223,Nottingham Forest,Joe Worrall,ENG,DF,25,1997,30,21,2224,24.7,1,0,1,1,0,0,6,0,0.04,0.0,0.04,0.04,0.04,J. Worrall,,0.0,None,0
ENG-Premier League,2223,Nottingham Forest,Jonjo Shelvey,ENG,MF,30,1992,8,6,540,6.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,J. Shelvey,J. Shelvey,17.0,"Thigh Injury, Calf Injury, Coach's decision",1
ENG-Premier League,2223,Nottingham Forest,Keylor Navas,CRC,GK,35,1986,17,17,1529,17.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,K. Navas,K. Navas,1.0,Knock,1
ENG-Premier League,2223,Nottingham Forest,Lewis O'Brien,ENG,MF,23,1998,13,6,584,6.5,1,0,1,1,0,0,2,0,0.15,0.0,0.15,0.15,0.15,L. O'Brien,L. O'Brien,2.0,Illness,1
ENG-Premier League,2223,Nottingham Forest,Morgan Gibbs-White,ENG,"MF,FW",22,2000,35,34,2971,33.0,5,8,13,3,2,2,5,0,0.15,0.24,0.39,0.09,0.33,M. Gibbs-White,M. Gibbs-White,2.0,"Knock, Muscle Injury",1
ENG-Premier League,2223,Nottingham Forest,Moussa Niakhate,SEN,DF,26,1996,14,14,1163,12.9,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,M. Niakhate,M. Niakhate,25.0,"Thigh Injury, Red Card, National selection",1
ENG-Premier League,2223,Nottingham Forest,Neco Williams,WAL,"DF,MF",21,2001,31,20,1882,20.9,1,0,1,1,0,0,7,0,0.05,0.0,0.05,0.05,0.05,N. Williams,N. Williams,8.0,"Concussion, Thigh Injury",1
ENG-Premier League,2223,Nottingham Forest,Orel Mangala,BEL,MF,24,1998,27,20,1550,17.2,1,1,2,1,0,0,3,0,0.06,0.06,0.12,0.06,0.12,O. Mangala,O. Mangala,4.0,"Muscle Injury, Red Card",1
ENG-Premier League,2223,Nottingham Forest,Remo Freuler,SUI,MF,30,1992,28,24,2161,24.0,0,0,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0.0,R. Freuler,,0.0,None,0
ENG-Premier League,2223,Nottingham Forest,Renan Lodi,BRA,"DF,MF",24,1998,28,26,2214,24.6,0,1,1,0,0,0,7,0,0.0,0.04,0.04,0.0,0.04,R. Lodi,R. Lodi,1.0,Ankle Injury,1
ENG-Premier League,2223,Nottingham Forest,Ryan Yates,ENG,MF,24,1997,26,21,1837,20.4,0,2,2,0,0,0,5,0,0.0,0.1,0.1,0.0,0.1,R. Yates,R. Yates,12.0,"Knee Injury, Illness, Shoulder Injury",1
ENG-Premier League,2223,Nottingham Forest,Sam Surridge,ENG,FW,24,1998,20,1,323,3.6,1,0,1,1,0,0,2,0,0.28,0.0,0.28,0.28,0.28,S. Surridge,,0.0,None,0
ENG-Premier League,2223,Nottingham Forest,Scott McKenna,SCO,DF,25,1996,20,19,1571,17.5,0,0,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0.0,S. McKenna,S. McKenna,13.0,"Thigh Injury, Shoulder Injury",1
ENG-Premier League,2223,Nottingham Forest,Serge Aurier,CIV,"DF,MF",29,1992,24,22,1943,21.6,1,0,1,1,0,0,2,0,0.05,0.0,0.05,0.05,0.05,S. Aurier,S. Aurier,14.0,"Calf Injury, Knock, Injury, National selection",1
ENG-Premier League,2223,Nottingham Forest,Steve Cook,ENG,DF,31,1991,12,11,957,10.6,0,0,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0.0,S. Cook,,0.0,None,0
ENG-Premier League,2223,Nottingham Forest,Taiwo Awoniyi,NGA,FW,24,1997,27,17,1404,15.6,10,1,11,10,0,0,2,0,0.64,0.06,0.71,0.64,0.71,T. Awoniyi,T. Awoniyi,25.0,"Lacking Match Fitness, Groin Injury, Muscle Injury",1
ENG-Premier League,2223,Nottingham Forest,Wayne Hennessey,WAL,GK,35,1987,4,3,271,3.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,W. Hennessey,W. Hennessey,8.0,Knee Injury,1
ENG-Premier League,2223,Nottingham Forest,Willy Boly,CIV,DF,31,1991,11,9,685,7.6,0,1,1,0,0,0,2,0,0.0,0.13,0.13,0.0,0.13,W. Boly,W. Boly,28.0,"Suspended, Ankle Injury, Thigh Injury, Muscle Injury, Red Card, National selection, International duty, Rest, Injury",1
ENG-Premier League,2223,Southampton,Adam Armstrong,ENG,"MF,FW",25,1997,30,14,1335,14.8,2,1,3,2,0,0,2,0,0.13,0.07,0.2,0.13,0.2,A. Armstrong,,0.0,None,0
ENG-Premier League,2223,Southampton,Ainsley Maitland-Niles,ENG,"DF,MF",24,1997,22,13,1407,15.6,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,A. Maitland-Niles,A. Maitland-Niles,3.0,"Loan agreement, Knock",1
ENG-Premier League,2223,Southampton,Alex McCarthy,ENG,GK,32,1989,6,6,540,6.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,A. McCarthy,A. McCarthy,7.0,Ankle Injury,1
ENG-Premier League,2223,Southampton,Armel Bella Kotchap,GER,DF,20,2001,24,24,1879,20.9,0,2,2,0,0,0,4,0,0.0,0.1,0.1,0.0,0.1,A. Bella Kotchap,,0.0,None,0
ENG-Premier League,2223,Southampton,Carlos Alcaraz,ARG,"MF,FW",19,2002,18,13,1029,11.4,4,2,6,4,0,0,3,0,0.35,0.17,0.52,0.35,0.52,C. Alcaraz,,0.0,None,0
ENG-Premier League,2223,Southampton,Che Adams,SCO,FW,26,1996,28,23,1992,22.1,5,3,8,5,0,0,1,0,0.23,0.14,0.36,0.23,0.36,C. Adams,C. Adams,9.0,"Knock, Calf Injury, Injury",1
ENG-Premier League,2223,Southampton,Dominic Ballard,ENG,FW,17,2005,2,0,26,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,D. Ballard,,0.0,None,0
ENG-Premier League,2223,Southampton,Duje Ćaleta-Car,CRO,DF,25,1996,13,9,946,10.5,1,0,1,1,0,0,2,0,0.1,0.0,0.1,0.1,0.1,D. Ćaleta-Car,,0.0,None,0
ENG-Premier League,2223,Southampton,Gavin Bazunu,IRL,GK,20,2002,32,32,2880,32.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,G. Bazunu,,0.0,None,0
ENG-Premier League,2223,Southampton,Ibrahima Diallo,FRA,MF,23,1999,18,11,819,9.1,0,0,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0.0,I. Diallo,,0.0,None,0
ENG-Premier League,2223,Southampton,Jack Stephens,ENG,DF,28,1994,2,0,46,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,J. Stephens,J. Stephens,1.0,Loan agreement,1
ENG-Premier League,2223,Southampton,James Bree,ENG,DF,24,1997,5,4,367,4.1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,J. Bree,,0.0,None,0
ENG-Premier League,2223,Southampton,James Ward-Prowse,ENG,MF,27,1994,38,38,3371,37.5,9,4,13,7,2,4,6,0,0.24,0.11,0.35,0.19,0.29,J. Ward-Prowse,,0.0,None,0
ENG-Premier League,2223,Southampton,Jan Bednarek,POL,DF,26,1996,20,20,1672,18.6,0,0,0,0,0,0,5,0,0.0,0.0,0.0,0.0,0.0,J. Bednarek,J. Bednarek,1.0,Loan agreement,1
ENG-Premier League,2223,Southampton,Joe Aribo,NGA,"MF,FW",26,1996,21,13,1224,13.6,2,0,2,2,0,0,2,0,0.15,0.0,0.15,0.15,0.15,J. Aribo,,0.0,None,0
ENG-Premier League,2223,Southampton,Juan Larios,ESP,DF,18,2004,5,2,152,1.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,J. Larios,J. Larios,24.0,Muscle Injury,1
ENG-Premier League,2223,Southampton,Kamaldeen Sulemana,GHA,"FW,MF",20,2002,18,10,966,10.7,2,1,3,2,0,0,1,0,0.19,0.09,0.28,0.19,0.28,K. Sulemana,,0.0,None,0
ENG-Premier League,2223,Southampton,Kami Doyle,ENG,MF,16,2005,1,0,7,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,K. Doyle,,0.0,None,0
ENG-Premier League,2223,Southampton,Kyle Walker-Peters,ENG,"DF,MF",25,1997,31,30,2650,29.4,1,0,1,1,0,0,4,0,0.03,0.0,0.03,0.03,0.03,K. Walker-Peters,K. Walker-Peters,6.0,"Muscle Injury, Thigh Injury",1
ENG-Premier League,2223,Southampton,Lyanco,BRA,DF,25,1997,21,11,1180,13.1,1,1,2,1,0,0,4,0,0.08,0.08,0.15,0.08,0.15,Lyanco,,0.0,None,0
ENG-Premier League,2223,Southampton,Mislav Oršić,CRO,"FW,MF",29,1992,1,0,7,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,M. Oršić,,0.0,None,0
ENG-Premier League,2223,Southampton,Mohamed Elyounoussi,NOR,MF,27,1994,33,27,2168,24.1,1,1,2,1,0,0,4,0,0.04,0.04,0.08,0.04,0.08,M. Elyounoussi,,0.0,None,0
ENG-Premier League,2223,Southampton,Mohammed Salisu,GHA,DF,23,1999,22,21,1973,21.9,0,1,1,0,0,0,5,0,0.0,0.05,0.05,0.0,0.05,M. Salisu,M. Salisu,11.0,"Injury, Muscle Injury",1
ENG-Premier League,2223,Southampton,Moussa Djenepo,MLI,"DF,MF",24,1998,16,7,710,7.9,0,2,2,0,0,0,1,0,0.0,0.25,0.25,0.0,0.25,M. Djenepo,,0.0,None,0
ENG-Premier League,2223,Southampton,Nathan Redmond,ENG,"FW,MF",28,1994,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,N. Redmond,N. Redmond,20.0,"Injury, Muscle Injury",1
ENG-Premier League,2223,Southampton,Oriol Romeu,ESP,MF,30,1991,1,1,74,0.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,O. Romeu,,0.0,None,0
ENG-Premier League,2223,Southampton,Paul Onuachu,NGA,FW,28,1994,11,4,407,4.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,P. Onuachu,P. Onuachu,1.0,Back Injury,1
ENG-Premier League,2223,Southampton,Romain Perraud,FRA,DF,24,1997,29,22,1835,20.4,2,2,4,2,0,0,4,0,0.1,0.1,0.2,0.1,0.2,R. Perraud,R. Perraud,6.0,"Ankle Injury, Knock",1
ENG-Premier League,2223,Southampton,Roméo Lavia,BEL,MF,18,2004,29,26,2221,24.7,1,0,1,1,0,0,9,0,0.04,0.0,0.04,0.04,0.04,R. Lavia,R. Lavia,43.0,"Muscle Injury, Thigh Injury, Lacking Match Fitness, Ankle Injury, Injury",1
ENG-Premier League,2223,Southampton,Samuel Amo-Ameyaw,ENG,"FW,MF",16,2006,1,0,4,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,S. Amo-Ameyaw,,0.0,None,0
ENG-Premier League,2223,Southampton,Samuel Edozie,ENG,"MF,FW",19,2003,17,5,567,6.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,S. Edozie,,0.0,None,0
ENG-Premier League,2223,Southampton,Sekou Mara,FRA,FW,20,2002,22,4,555,6.2,1,2,3,1,0,0,1,0,0.16,0.32,0.49,0.16,0.49,S. Mara,,0.0,None,0
ENG-Premier League,2223,Southampton,Stuart Armstrong,SCO,MF,30,1992,32,14,1408,15.6,2,1,3,2,0,0,6,0,0.13,0.06,0.19,0.13,0.19,S. Armstrong,,0.0,None,0
ENG-Premier League,2223,Southampton,Theo Walcott,ENG,"MF,FW",33,1989,20,13,1129,12.5,2,2,4,2,0,0,1,0,0.16,0.16,0.32,0.16,0.32,T. Walcott,T. Walcott,7.0,"Injury, Calf Injury",1
ENG-Premier League,2223,Southampton,Valentino Livramento,ENG,"DF,MF",19,2002,2,0,28,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,V. Livramento,V. Livramento,38.0,"Knee Injury, Lacking Match Fitness, Ankle Injury",1
ENG-Premier League,2223,Southampton,Yan Valery,TUN,DF,23,1999,1,1,45,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Y. Valery,,0.0,None,0
ENG-Premier League,2223,Tottenham Hotspur,Arnaut Danjuma,NED,MF,25,1997,9,1,169,1.9,1,0,1,1,0,0,0,0,0.53,0.0,0.53,0.53,0.53,A. Danjuma,A. Danjuma,9.0,Ankle Injury,1
ENG-Premier League,2223,Tottenham Hotspur,Ben Davies,WAL,"DF,MF",29,1993,31,26,2288,25.4,2,2,4,2,0,0,4,0,0.08,0.08,0.16,0.08,0.16,B. Davies,B. Davies,11.0,"Knee Injury, Muscle Injury, Ankle Injury, Thigh Injury, Calf Injury",1
ENG-Premier League,2223,Tottenham Hotspur,Bryan Gil,ESP,"MF,FW",21,2001,4,2,148,1.6,0,1,1,0,0,0,1,0,0.0,0.61,0.61,0.0,0.61,B. Gil,B. Gil,10.0,"Injury, Muscle Injury",1
ENG-Premier League,2223,Tottenham Hotspur,Clément Lenglet,FRA,DF,27,1995,26,24,2019,22.4,0,2,2,0,0,0,4,0,0.0,0.09,0.09,0.0,0.09,C. Lenglet,C. Lenglet,1.0,Groin Injury,1
ENG-Premier League,2223,Tottenham Hotspur,Cristian Romero,ARG,DF,24,1998,27,26,2364,26.3,0,1,1,0,0,0,11,1,0.0,0.04,0.04,0.0,0.04,C. Romero,C. Romero,13.0,"Groin Injury, Muscle Injury, Rest, Red Card, Injury, Thigh Injury",1
ENG-Premier League,2223,Tottenham Hotspur,Davinson Sánchez,COL,DF,26,1996,18,8,858,9.5,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,D. Sánchez,,0.0,None,0
ENG-Premier League,2223,Tottenham Hotspur,Dejan Kulusevski,SWE,"MF,FW",22,2000,30,23,2067,23.0,2,7,9,2,0,0,2,0,0.09,0.3,0.39,0.09,0.39,D. Kulusevski,D. Kulusevski,8.0,"Thigh Injury, Muscle Injury, Yellow Cards",1
ENG-Premier League,2223,Tottenham Hotspur,Djed Spence,ENG,"DF,MF",21,2000,4,0,7,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,D. Spence,,0.0,None,0
ENG-Premier League,2223,Tottenham Hotspur,Emerson,BRA,"MF,DF",23,1999,26,20,1735,19.3,2,1,3,2,0,0,2,1,0.1,0.05,0.16,0.1,0.16,Emerson,Emerson,2.0,"Yellow Cards, Muscle Injury",1
ENG-Premier League,2223,Tottenham Hotspur,Eric Dier,ENG,DF,28,1994,33,31,2818,31.3,2,1,3,2,0,0,3,0,0.06,0.03,0.1,0.06,0.1,E. Dier,E. Dier,3.0,"Groin Injury, Muscle Injury",1
ENG-Premier League,2223,Tottenham Hotspur,Fraser Forster,ENG,GK,34,1988,14,13,1215,13.5,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,F. Forster,F. Forster,15.0,"Back Injury, Ankle Injury",1
ENG-Premier League,2223,Tottenham Hotspur,George Abbott,ENG,MF,16,2005,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,G. Abbott,,0.0,None,0
ENG-Premier League,2223,Tottenham Hotspur,Harry Kane,ENG,FW,29,1993,38,38,3405,37.8,30,3,33,25,5,6,6,0,0.79,0.08,0.87,0.66,0.74,H. Kane,,0.0,None,0
ENG-Premier League,2223,Tottenham Hotspur,Harvey White,ENG,MF,20,2001,1,0,5,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,H. White,,0.0,None,0
ENG-Premier League,2223,Tottenham Hotspur,Hugo Lloris,FRA,GK,35,1986,25,25,2205,24.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,H. Lloris,H. Lloris,12.0,"Knee Injury, Muscle Injury",1
ENG-Premier League,2223,Tottenham Hotspur,Ivan Perišić,CRO,MF,33,1989,34,23,2108,23.4,1,8,9,1,0,0,6,0,0.04,0.34,0.38,0.04,0.38,I. Perišić,,0.0,None,0
ENG-Premier League,2223,Tottenham Hotspur,Japhet Tanganga,ENG,DF,23,1999,4,2,146,1.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,J. Tanganga,J. Tanganga,2.0,Knock,1
ENG-Premier League,2223,Tottenham Hotspur,Lucas Moura,BRA,"FW,MF",29,1992,15,0,153,1.7,1,0,1,1,0,0,0,1,0.59,0.0,0.59,0.59,0.59,L. Moura,,0.0,None,0
ENG-Premier League,2223,Tottenham Hotspur,Matt Doherty,IRL,MF,30,1992,12,7,667,7.4,1,0,1,1,0,0,0,0,0.13,0.0,0.13,0.13,0.13,M. Doherty,,0.0,None,0
ENG-Premier League,2223,Tottenham Hotspur,Matthew Craig,SCO,MF,19,2003,1,0,14,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,M. Craig,,0.0,None,0
ENG-Premier League,2223,Tottenham Hotspur,Oliver Skipp,ENG,MF,21,2000,23,18,1491,16.6,1,0,1,1,0,0,7,0,0.06,0.0,0.06,0.06,0.06,O. Skipp,O. Skipp,5.0,"Leg Injury, Knock",1
ENG-Premier League,2223,Tottenham Hotspur,Pape Matar Sarr,SEN,MF,19,2002,11,2,218,2.4,0,1,1,0,0,0,1,0,0.0,0.41,0.41,0.0,0.41,P. Matar Sarr,,0.0,None,0
ENG-Premier League,2223,Tottenham Hotspur,Pedro Porro,ESP,MF,22,1999,15,13,1131,12.6,3,3,6,3,0,0,0,0,0.24,0.24,0.48,0.24,0.48,P. Porro,P. Porro,2.0,Muscle Injury,1
ENG-Premier League,2223,Tottenham Hotspur,Pierre Højbjerg,DEN,MF,26,1995,35,35,3131,34.8,4,5,9,4,0,0,5,0,0.11,0.14,0.26,0.11,0.26,P. Højbjerg,,0.0,None,0
ENG-Premier League,2223,Tottenham Hotspur,Richarlison,BRA,"MF,FW",25,1997,27,12,1010,11.2,1,3,4,1,0,0,3,0,0.09,0.27,0.36,0.09,0.36,Richarlison,Richarlison,18.0,"Suspended, Calf Injury, Thigh Injury, Health problems, Pelvis Injury, Knee Injury",1
ENG-Premier League,2223,Tottenham Hotspur,Rodrigo Bentancur,URU,MF,25,1997,18,17,1500,16.7,5,2,7,5,0,0,8,0,0.3,0.12,0.42,0.3,0.42,R. Bentancur,R. Bentancur,34.0,"Head Injury, Muscle Injury, Knee Injury, Ankle Injury",1
